C_in,C_pos,kernel_in,kernel_pos,n,accuracy_in,accuracy_pos
2.0,2.0,linear,sigmoid,17,0.6843971631205674,0.34074074074074073
2.0,2.0,linear,poly,7,0.8226950354609929,0.26666666666666666
2.0,2.0,linear,poly,12,0.74822695035461,0.2191780821917808
2.0,2.0,linear,poly,17,0.6737588652482269,0.176056338028169
2.0,2.0,rbf,linear,7,0.7801418439716312,0.45901639344262296
2.0,2.0,rbf,linear,12,0.8014184397163121,0.375
2.0,2.0,rbf,linear,17,0.7340425531914894,0.3825503355704698
2.0,2.0,rbf,rbf,7,0.8687943262411347,0.5714285714285714
2.0,2.0,rbf,rbf,12,0.7801418439716312,0.42857142857142855
2.0,2.0,rbf,rbf,17,0.7021276595744681,0.3591549295774648
2.0,2.0,rbf,sigmoid,7,0.8794326241134752,0.35294117647058826
2.0,2.0,rbf,sigmoid,12,0.7624113475177305,0.3835616438356164
2.0,2.0,rbf,sigmoid,17,0.6347517730496454,0.39285714285714285
2.0,2.0,rbf,poly,7,0.8333333333333334,0.5208333333333334
2.0,2.0,rbf,poly,12,0.7730496453900709,0.225
2.0,2.0,rbf,poly,17,0.6843971631205674,0.125
2.0,2.0,sigmoid,linear,7,0.8191489361702128,0.6274509803921569
2.0,2.0,sigmoid,linear,12,0.7446808510638298,0.352112676056338
2.0,2.0,sigmoid,linear,17,0.7340425531914894,0.30985915492957744
2.0,2.0,sigmoid,rbf,7,0.8723404255319149,0.5789473684210527
2.0,2.0,sigmoid,rbf,12,0.7375886524822695,0.3516483516483517
2.0,2.0,sigmoid,rbf,17,0.6914893617021277,0.384
2.0,2.0,sigmoid,sigmoid,7,0.7943262411347518,0.43103448275862066
2.0,2.0,sigmoid,sigmoid,12,0.7340425531914894,0.41304347826086957
2.0,2.0,sigmoid,sigmoid,17,0.6702127659574468,0.39316239316239315
2.0,2.0,sigmoid,poly,7,0.8333333333333334,0.41304347826086957
2.0,2.0,sigmoid,poly,12,0.74822695035461,0.14634146341463414
2.0,2.0,sigmoid,poly,17,0.6666666666666666,0.17391304347826086
2.0,2.0,poly,linear,7,0.8687943262411347,0.5
2.0,2.0,poly,linear,12,0.7624113475177305,0.29333333333333333
2.0,2.0,poly,linear,17,0.6666666666666666,0.39869281045751637
2.0,2.0,poly,rbf,7,0.8865248226950354,0.35294117647058826
2.0,2.0,poly,rbf,12,0.6985815602836879,0.38372093023255816
2.0,2.0,poly,rbf,17,0.7340425531914894,0.3968253968253968
2.0,2.0,poly,sigmoid,7,0.851063829787234,0.425
2.0,2.0,poly,sigmoid,12,0.723404255319149,0.36585365853658536
2.0,2.0,poly,sigmoid,17,0.7588652482269503,0.3125
2.0,2.0,poly,poly,7,0.8475177304964538,0.35555555555555557
2.0,2.0,poly,poly,12,0.7553191489361702,0.10526315789473684
2.0,2.0,poly,poly,17,0.7163120567375887,0.24
